file,hunks,already,portable,partial,manual,noise,status,added,removed
net/sunrpc/auth_gss/gss_rpc_xdr.c,4,4,0,0,0,0,OBSOLETE,64,18
scripts/dtc/data.c,4,4,0,0,0,0,OBSOLETE,7,20
sound/soc/qcom/qdsp6/q6adm.c,4,4,0,0,0,0,OBSOLETE,71,75
Documentation/admin-guide/LSM/index.rst,3,3,0,0,0,0,OBSOLETE,11,3
arch/arm64/kernel/kgdb.c,3,3,0,0,0,0,OBSOLETE,10,12
crypto/algif_skcipher.c,3,3,0,0,0,0,OBSOLETE,3,3
crypto/pcrypt.c,3,3,0,0,0,0,OBSOLETE,5,2
drivers/acpi/acpica/dsmethod.c,3,3,0,0,0,0,OBSOLETE,8,9
drivers/acpi/acpica/dsutils.c,3,3,0,0,0,0,OBSOLETE,8,1
drivers/acpi/nfit/core.c,3,3,0,0,0,0,OBSOLETE,3,11
drivers/atm/atmtcp.c,3,3,0,0,0,0,OBSOLETE,14,1
drivers/atm/idt77252.c,3,3,0,0,0,0,OBSOLETE,5,0
drivers/block/drbd/drbd_actlog.c,3,3,0,0,0,0,OBSOLETE,23,30
drivers/clk/mediatek/clk-mt2712.c,3,3,0,0,0,0,OBSOLETE,6,2
drivers/clk/nxp/clk-lpc18xx-cgu.c,3,3,0,0,0,0,OBSOLETE,11,9
drivers/clk/renesas/renesas-cpg-mssr.h,3,3,0,0,0,0,OBSOLETE,7,0
drivers/cpufreq/s3c64xx-cpufreq.c,3,3,0,0,0,0,OBSOLETE,7,4
drivers/crypto/atmel-tdes.c,3,3,0,0,0,0,OBSOLETE,5,5
drivers/dma/bcm-sba-raid.c,3,3,0,0,0,0,OBSOLETE,5,1
drivers/dma/lpc18xx-dmamux.c,3,3,0,0,0,0,OBSOLETE,14,5
drivers/dma/ti/dma-crossbar.c,3,3,0,0,0,0,OBSOLETE,12,6
drivers/gpio/gpio-stmpe.c,3,3,0,0,0,0,OBSOLETE,12,3
drivers/gpu/drm/amd/amdgpu/gfx_v6_0.c,3,3,0,0,0,0,OBSOLETE,66,2
drivers/gpu/drm/amd/amdgpu/gmc_v7_0.c,3,3,0,0,0,0,OBSOLETE,3,4
drivers/gpu/drm/amd/amdgpu/gmc_v8_0.c,3,3,0,0,0,0,OBSOLETE,3,4
drivers/gpu/drm/amd/amdkfd/kfd_events.c,3,3,0,0,0,0,OBSOLETE,8,2
drivers/gpu/drm/radeon/ci_dpm.c,3,3,0,0,0,0,OBSOLETE,6,3
drivers/gpu/drm/radeon/r600_cs.c,3,3,0,0,0,0,OBSOLETE,3,3
drivers/gpu/drm/rcar-du/rcar_lvds_regs.h,3,3,0,0,0,0,OBSOLETE,40,3
drivers/hwmon/w83791d.c,3,3,0,0,0,0,OBSOLETE,11,6
drivers/i2c/busses/i2c-stm32.c,3,3,0,0,0,0,OBSOLETE,3,5
drivers/iio/adc/exynos_adc.c,3,3,0,0,0,0,OBSOLETE,2,11
drivers/iio/adc/xilinx-xadc-core.c,3,3,0,0,0,0,OBSOLETE,9,2
drivers/iio/common/ssp_sensors/ssp_dev.c,3,3,0,0,0,0,OBSOLETE,4,1
drivers/infiniband/core/sa_query.c,3,3,0,0,0,0,OBSOLETE,4,2
drivers/infiniband/hw/bnxt_re/ib_verbs.c,3,3,0,0,0,0,OBSOLETE,16,14
drivers/infiniband/hw/mlx4/alias_GUID.c,3,3,0,0,0,0,OBSOLETE,3,3
drivers/infiniband/hw/usnic/usnic_ib_main.c,3,3,0,0,0,0,OBSOLETE,7,7
drivers/infiniband/ulp/srp/ib_srp.c,3,3,0,0,0,0,OBSOLETE,24,6
drivers/iommu/iommu-sysfs.c,3,3,0,0,0,0,OBSOLETE,3,0
drivers/isdn/mISDN/timerdev.c,3,3,0,0,0,0,OBSOLETE,8,5
drivers/mailbox/mailbox-test.c,3,3,0,0,0,0,OBSOLETE,19,11
drivers/md/dm-raid1.c,3,3,0,0,0,0,OBSOLETE,5,6
drivers/md/md-bitmap.c,3,3,0,0,0,0,OBSOLETE,3,2
drivers/md/persistent-data/dm-array.c,3,3,0,0,0,0,OBSOLETE,12,7
drivers/md/raid10.c,3,3,0,0,0,0,OBSOLETE,3,1
drivers/media/dvb-core/dmxdev.c,3,3,0,0,0,0,OBSOLETE,7,5
drivers/media/pci/solo6x10/solo6x10-tw28.c,3,3,0,0,0,0,OBSOLETE,7,1
drivers/media/rc/rc-main.c,3,3,0,0,0,0,OBSOLETE,3,3
drivers/media/usb/uvc/uvc_queue.c,3,3,0,0,0,0,OBSOLETE,4,4
drivers/media/v4l2-core/videobuf-dma-contig.c,3,3,0,0,0,0,OBSOLETE,7,6
drivers/memstick/core/memstick.c,3,3,0,0,0,0,OBSOLETE,7,3
drivers/mfd/sm501.c,3,3,0,0,0,0,OBSOLETE,3,3
drivers/mmc/core/sd_ops.c,3,3,0,0,0,0,OBSOLETE,47,2
drivers/net/can/spi/hi311x.c,3,3,0,0,0,0,OBSOLETE,5,1
drivers/net/can/usb/kvaser_usb/kvaser_usb_core.c,3,3,0,0,0,0,OBSOLETE,9,1
drivers/net/can/usb/ucan.c,3,3,0,0,0,0,OBSOLETE,4,4
drivers/net/ethernet/amd/xgbe/xgbe-dev.c,3,3,0,0,0,0,OBSOLETE,22,2
drivers/net/ethernet/amd/xgbe/xgbe.h,3,3,0,0,0,0,OBSOLETE,6,5
drivers/net/ethernet/cavium/thunder/thunder_bgx.c,3,3,0,0,0,0,OBSOLETE,14,10
drivers/net/ethernet/intel/igb/igb_ethtool.c,3,3,0,0,0,0,OBSOLETE,3,6
drivers/net/ethernet/natsemi/ns83820.c,3,3,0,0,0,0,OBSOLETE,6,7
drivers/net/ethernet/qlogic/qlcnic/qlcnic_sriov_common.c,3,3,0,0,0,0,OBSOLETE,11,4
drivers/net/ethernet/ti/netcp_core.c,3,3,0,0,0,0,OBSOLETE,5,5
drivers/net/fjes/fjes_hw.c,3,3,0,0,0,0,OBSOLETE,9,3
drivers/net/vmxnet3/vmxnet3_drv.c,3,3,0,0,0,0,OBSOLETE,3,2
drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_core.c,3,3,0,0,0,0,OBSOLETE,2,10
drivers/net/wireless/realtek/rtlwifi/base.c,3,3,0,0,0,0,OBSOLETE,6,7
drivers/ntb/hw/idt/ntb_hw_idt.c,3,3,0,0,0,0,OBSOLETE,7,11
drivers/nvdimm/claim.c,3,3,0,0,0,0,OBSOLETE,5,11
drivers/parisc/lasi.c,3,3,0,0,0,0,OBSOLETE,8,4
drivers/parport/parport_pc.c,3,3,0,0,0,0,OBSOLETE,5,0
drivers/parport/share.c,3,3,0,0,0,0,OBSOLETE,9,2
drivers/pcmcia/rsrc_nonstatic.c,3,3,0,0,0,0,OBSOLETE,6,4
drivers/pps/clients/pps-ldisc.c,3,3,0,0,0,0,OBSOLETE,3,3
drivers/pps/kc.c,3,3,0,0,0,0,OBSOLETE,5,5
drivers/scsi/libiscsi.c,3,3,0,0,0,0,OBSOLETE,33,9
drivers/scsi/scsi_sysfs.c,3,3,0,0,0,0,OBSOLETE,4,3
drivers/scsi/ses.c,3,3,0,0,0,0,OBSOLETE,3,4
drivers/spi/spi-lantiq-ssc.c,3,3,0,0,0,0,OBSOLETE,7,1
drivers/spi/spi-tegra114.c,3,3,0,0,0,0,OBSOLETE,7,1
drivers/tty/serial/pch_uart.c,3,3,0,0,0,0,OBSOLETE,14,7
drivers/usb/class/usblp.c,3,3,0,0,0,0,OBSOLETE,6,4
drivers/usb/misc/yurex.c,3,3,0,0,0,0,OBSOLETE,5,2
drivers/usb/musb/musb_core.h,3,3,0,0,0,0,OBSOLETE,13,4
drivers/usb/renesas_usbhs/common.h,3,3,0,0,0,0,OBSOLETE,4,1
drivers/usb/serial/belkin_sa.c,3,3,0,0,0,0,OBSOLETE,20,11
drivers/usb/serial/cypress_m8.c,3,3,0,0,0,0,OBSOLETE,19,1
drivers/usb/serial/io_edgeport.c,3,3,0,0,0,0,OBSOLETE,3,0
drivers/usb/serial/usb-serial-simple.c,3,3,0,0,0,0,OBSOLETE,7,0
drivers/usb/storage/unusual_uas.h,3,3,0,0,0,0,OBSOLETE,22,1
drivers/usb/typec/altmodes/displayport.c,3,3,0,0,0,0,OBSOLETE,6,1
drivers/vhost/net.c,3,3,0,0,0,0,OBSOLETE,7,2
drivers/video/fbdev/ffb.c,3,3,0,0,0,0,OBSOLETE,13,1
drivers/xen/xenfs/super.c,3,3,0,0,0,0,OBSOLETE,15,6
fs/configfs/mount.c,3,3,0,0,0,0,OBSOLETE,15,5
fs/f2fs/shrinker.c,3,3,0,0,0,0,OBSOLETE,3,6
fs/hfs/brec.c,3,3,0,0,0,0,OBSOLETE,23,4
fs/nfs/blocklayout/blocklayout.c,3,3,0,0,0,0,OBSOLETE,3,5
fs/nfs/filelayout/filelayoutdev.c,3,3,0,0,0,0,OBSOLETE,3,3
fs/nfs/pnfs_nfs.c,3,3,0,0,0,0,OBSOLETE,5,4
fs/nfsd/nfs4callback.c,3,3,0,0,0,0,OBSOLETE,2,3
fs/nilfs2/page.c,3,3,0,0,0,0,OBSOLETE,32,23
fs/ocfs2/alloc.c,3,3,0,0,0,0,OBSOLETE,9,2
fs/ocfs2/quota_global.c,3,3,0,0,0,0,OBSOLETE,7,2
fs/ocfs2/suballoc.c,3,3,0,0,0,0,OBSOLETE,32,0
fs/pstore/ram_core.c,3,3,0,0,0,0,OBSOLETE,22,0
fs/ubifs/crypto.c,3,3,0,0,0,0,OBSOLETE,10,9
include/linux/kvm_host.h,3,3,0,0,0,0,OBSOLETE,12,2
include/linux/page_idle.h,3,3,0,0,0,0,OBSOLETE,3,3
include/linux/timekeeper_internal.h,3,3,0,0,0,0,OBSOLETE,5,0
include/uapi/linux/if_link.h,3,3,0,0,0,0,OBSOLETE,4,1
include/uapi/linux/in6.h,3,3,0,0,0,0,OBSOLETE,2,2
kernel/cgroup/rdma.c,3,3,0,0,0,0,OBSOLETE,2,5
lib/sha1.c,3,3,0,0,0,0,OBSOLETE,12,10
net/atm/common.c,3,3,0,0,0,0,OBSOLETE,14,14
net/batman-adv/bat_v_ogm.c,3,3,0,0,0,0,OBSOLETE,25,15
net/batman-adv/distributed-arp-table.c,3,3,0,0,0,0,OBSOLETE,12,3
net/caif/cfctrl.c,3,3,0,0,0,0,OBSOLETE,144,150
net/ipv4/arp.c,3,3,0,0,0,0,OBSOLETE,7,4
net/ipv4/netfilter/arp_tables.c,3,3,0,0,0,0,OBSOLETE,21,12
net/ipv6/ip6_fib.c,3,3,0,0,0,0,OBSOLETE,58,2
net/mac80211/mesh_hwmp.c,3,3,0,0,0,0,OBSOLETE,4,2
net/mac802154/llsec.c,3,3,0,0,0,0,OBSOLETE,14,0
net/ncsi/internal.h,3,3,0,0,0,0,OBSOLETE,11,12
net/netfilter/ipset/ip_set_core.c,3,3,0,0,0,0,OBSOLETE,7,2
net/netfilter/ipvs/ip_vs_ftp.c,3,3,0,0,0,0,OBSOLETE,3,1
net/netfilter/nf_conntrack_h323_asn1.c,3,3,0,0,0,0,OBSOLETE,5,1
net/netfilter/nf_conntrack_helper.c,3,3,0,0,0,0,OBSOLETE,3,3
net/netfilter/xt_connlimit.c,3,3,0,0,0,0,OBSOLETE,3,11
net/netfilter/xt_multiport.c,3,3,0,0,0,0,OBSOLETE,30,4
net/netrom/nr_route.c,3,3,0,0,0,0,OBSOLETE,15,4
net/nfc/core.c,3,3,0,0,0,0,OBSOLETE,30,4
net/nfc/nci/data.c,3,3,0,0,0,0,OBSOLETE,8,4
net/nfc/nci/hci.c,3,3,0,0,0,0,OBSOLETE,12,0
net/phonet/pep.c,3,3,0,0,0,0,OBSOLETE,18,3
net/rxrpc/af_rxrpc.c,3,3,0,0,0,0,OBSOLETE,1,7
net/sched/cls_u32.c,3,3,0,0,0,0,OBSOLETE,6,7
net/sctp/stream.c,3,3,0,0,0,0,OBSOLETE,6,2
net/smc/af_smc.c,3,3,0,0,0,0,OBSOLETE,9,2
net/strparser/strparser.c,3,3,0,0,0,0,OBSOLETE,10,10
net/tipc/udp_media.c,3,3,0,0,0,0,OBSOLETE,3,3
scripts/config,3,3,0,0,0,0,OBSOLETE,16,10
scripts/dtc/srcpos.h,3,3,0,0,0,0,OBSOLETE,8,22
scripts/gcc-plugins/randomize_layout_plugin.c,3,3,0,0,0,0,OBSOLETE,12,28
scripts/genksyms/parse.y,3,3,0,0,0,0,OBSOLETE,14,4
scripts/kconfig/gconf.c,3,3,0,0,0,0,OBSOLETE,5,3
security/apparmor/task.c,3,3,0,0,0,0,OBSOLETE,3,3
security/selinux/ibpkey.c,3,3,0,0,0,0,OBSOLETE,2,12
security/selinux/netnode.c,3,3,0,0,0,0,OBSOLETE,2,12
security/selinux/netport.c,3,3,0,0,0,0,OBSOLETE,2,12
security/selinux/xfrm.c,3,3,0,0,0,0,OBSOLETE,3,3
sound/soc/codecs/hdac_hdmi.c,3,3,0,0,0,0,OBSOLETE,6,4
sound/soc/codecs/hdmi-codec.c,3,3,0,0,0,0,OBSOLETE,78,64
sound/usb/6fire/chip.c,3,3,0,0,0,0,OBSOLETE,12,5
tools/power/cpupower/lib/cpuidle.c,3,3,0,0,0,0,OBSOLETE,4,2
tools/testing/nvdimm/test/nfit.c,3,3,0,0,0,0,OBSOLETE,7,10
Documentation/translations/zh_CN/video4linux/v4l2-framework.txt,2,2,0,0,0,0,OBSOLETE,2,2
arch/arm64/include/asm/checksum.h,2,2,0,0,0,0,OBSOLETE,9,1
arch/arm64/include/asm/efi.h,2,2,0,0,0,0,OBSOLETE,3,0
block/partitions/mac.c,2,2,0,0,0,0,OBSOLETE,15,3
crypto/algif_hash.c,2,2,0,0,0,0,OBSOLETE,1,6
crypto/asymmetric_keys/asymmetric_type.c,2,2,0,0,0,0,OBSOLETE,10,4
drivers/acpi/osi.c,2,2,0,0,0,0,OBSOLETE,13,1
drivers/acpi/pptt.c,2,2,0,0,0,0,OBSOLETE,10,5
drivers/acpi/processor_idle.c,2,2,0,0,0,0,OBSOLETE,6,1
drivers/acpi/resource.c,2,2,0,0,0,0,OBSOLETE,3,3
drivers/android/binder_alloc_selftest.c,2,2,0,0,0,0,OBSOLETE,5,4
drivers/ata/libata-scsi.c,2,2,0,0,0,0,OBSOLETE,16,12
drivers/atm/eni.c,2,2,0,0,0,0,OBSOLETE,0,17
drivers/atm/iphase.c,2,2,0,0,0,0,OBSOLETE,0,16
drivers/atm/zatm.c,2,2,0,0,0,0,OBSOLETE,0,16
drivers/base/regmap/regmap-slimbus.c,2,2,0,0,0,0,OBSOLETE,2,4
drivers/block/drbd/drbd_nl.c,2,2,0,0,0,0,OBSOLETE,6,2
drivers/char/misc.c,2,2,0,0,0,0,OBSOLETE,5,3
drivers/char/virtio_console.c,2,2,0,0,0,0,OBSOLETE,4,3
drivers/clk/clk-qoriq.c,2,2,0,0,0,0,OBSOLETE,9,8
drivers/clk/imx/clk-imx6q.c,2,2,0,0,0,0,OBSOLETE,4,0
drivers/clk/microchip/clk-core.c,2,2,0,0,0,0,OBSOLETE,12,13
drivers/clk/renesas/clk-mstp.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/cpufreq/cpufreq-nforce2.c,2,2,0,0,0,0,OBSOLETE,3,0
drivers/dax/super.c,2,2,0,0,0,0,OBSOLETE,11,15
drivers/dma/at_hdmac.c,2,2,0,0,0,0,OBSOLETE,7,2
drivers/dma/tegra210-adma.c,2,2,0,0,0,0,OBSOLETE,9,1
drivers/dma/ti/omap-dma.c,2,2,0,0,0,0,OBSOLETE,4,0
drivers/edac/i3200_edac.c,2,2,0,0,0,0,OBSOLETE,6,5
drivers/edac/x38_edac.c,2,2,0,0,0,0,OBSOLETE,6,3
drivers/firmware/arm_scmi/scmi_pm_domain.c,2,2,0,0,0,0,OBSOLETE,11,2
drivers/fpga/zynq-fpga.c,2,2,0,0,0,0,OBSOLETE,5,5
drivers/gpio/gpio-omap.c,2,2,0,0,0,0,OBSOLETE,18,4
drivers/gpu/drm/amd/amdgpu/gfx_v9_0.c,2,2,0,0,0,0,OBSOLETE,0,5
drivers/gpu/drm/amd/amdgpu/sdma_v4_0.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c,2,2,0,0,0,0,OBSOLETE,12,6
drivers/gpu/drm/amd/display/dc/dml/dml_inline_defs.h,2,2,0,0,0,0,OBSOLETE,8,0
drivers/gpu/drm/atmel-hlcdc/atmel_hlcdc_plane.c,2,2,0,0,0,0,OBSOLETE,2,4
drivers/gpu/drm/drm_drv.c,2,2,0,0,0,0,OBSOLETE,4,16
drivers/gpu/drm/drm_ioc32.c,2,2,0,0,0,0,OBSOLETE,2,0
drivers/gpu/drm/etnaviv/etnaviv_gem.c,2,2,0,0,0,0,OBSOLETE,14,2
drivers/gpu/drm/gma500/oaktrail_hdmi.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/gpu/drm/nouveau/nouveau_connector.c,2,2,0,0,0,0,OBSOLETE,3,1
drivers/gpu/drm/radeon/radeon_gem.c,2,2,0,0,0,0,OBSOLETE,5,3
drivers/gpu/drm/tegra/dc.c,2,2,0,0,0,0,OBSOLETE,8,4
drivers/gpu/drm/tegra/hdmi.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/gpu/drm/tegra/rgb.c,2,2,0,0,0,0,OBSOLETE,13,1
drivers/gpu/drm/tegra/sor.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/hid/hid-asus.c,2,2,0,0,0,0,OBSOLETE,19,17
drivers/hid/hid-hyperv.c,2,2,0,0,0,0,OBSOLETE,3,2
drivers/hid/hid-roccat.c,2,2,0,0,0,0,OBSOLETE,2,0
drivers/hwmon/ad7314.c,2,2,0,0,0,0,OBSOLETE,10,0
drivers/hwmon/xgene-hwmon.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/i2c/busses/i2c-ali1535.c,2,2,0,0,0,0,OBSOLETE,11,1
drivers/i2c/busses/i2c-ali15x3.c,2,2,0,0,0,0,OBSOLETE,11,1
drivers/i2c/busses/i2c-pnx.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/i2c/busses/i2c-robotfuzz-osif.c,2,2,0,0,0,0,OBSOLETE,6,0
drivers/i2c/busses/i2c-tiny-usb.c,2,2,0,0,0,0,OBSOLETE,6,0
drivers/iio/accel/mma8452.c,2,2,0,0,0,0,OBSOLETE,7,3
drivers/iio/buffer/industrialio-hw-consumer.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/iio/dac/max5821.c,2,2,0,0,0,0,OBSOLETE,8,1
drivers/iio/frequency/adf4350.c,2,2,0,0,0,0,OBSOLETE,13,7
drivers/iio/inkern.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/iio/light/opt3001.c,2,2,0,0,0,0,OBSOLETE,3,2
drivers/infiniband/core/iwpm_msg.c,2,2,0,0,0,0,OBSOLETE,3,3
drivers/input/misc/ims-pcu.c,2,2,0,0,0,0,OBSOLETE,7,1
drivers/input/misc/sparcspkr.c,2,2,0,0,0,0,OBSOLETE,16,6
drivers/input/tablet/pegasus_notetaker.c,2,2,0,0,0,0,OBSOLETE,10,1
drivers/iommu/msm_iommu.c,2,2,0,0,0,0,OBSOLETE,1,1
drivers/isdn/hardware/mISDN/hfcsusb.c,2,2,0,0,0,0,OBSOLETE,13,5
drivers/mailbox/bcm-flexrm-mailbox.c,2,2,0,0,0,0,OBSOLETE,2,12
drivers/md/dm-cache-metadata.c,2,2,0,0,0,0,OBSOLETE,8,5
drivers/md/dm-ioctl.c,2,2,0,0,0,0,OBSOLETE,5,1
drivers/md/dm-log.c,2,2,0,0,0,0,OBSOLETE,5,1
drivers/md/dm-mpath.c,2,2,0,0,0,0,OBSOLETE,1,1
drivers/md/dm-raid.c,2,2,0,0,0,0,OBSOLETE,3,1
drivers/media/dvb-frontends/dib8000.c,2,2,0,0,0,0,OBSOLETE,6,3
drivers/media/dvb-frontends/rtl2832_sdr.c,2,2,0,0,0,0,OBSOLETE,3,2
drivers/media/i2c/adv7604.c,2,2,0,0,0,0,OBSOLETE,1,3
drivers/media/i2c/ov7251.c,2,2,0,0,0,0,OBSOLETE,3,1
drivers/media/pci/ivtv/ivtv-irq.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/media/platform/davinci/vpif_capture.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/media/platform/omap3isp/ispccdc.c,2,2,0,0,0,0,OBSOLETE,4,4
drivers/media/platform/omap3isp/ispstat.c,2,2,0,0,0,0,OBSOLETE,2,4
drivers/media/platform/rcar_drif.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/media/platform/s3c-camif/camif-capture.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/media/radio/radio-keene.c,2,2,0,0,0,0,OBSOLETE,1,1
drivers/media/usb/cx231xx/cx231xx-417.c,2,2,0,0,0,0,OBSOLETE,3,1
drivers/media/usb/em28xx/em28xx-video.c,2,2,0,0,0,0,OBSOLETE,10,4
drivers/media/usb/gspca/vicam.c,2,2,0,0,0,0,OBSOLETE,8,2
drivers/media/usb/hackrf/hackrf.c,2,2,0,0,0,0,OBSOLETE,4,3
drivers/media/usb/pvrusb2/pvrusb2-hdw.c,2,2,0,0,0,0,OBSOLETE,6,1
drivers/media/v4l2-core/v4l2-dv-timings.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/media/v4l2-core/videobuf-core.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/mfd/madera-core.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/misc/cardreader/rtsx_usb.c,2,2,0,0,0,0,OBSOLETE,9,1
drivers/misc/cxl/api.c,2,2,0,0,0,0,OBSOLETE,4,9
drivers/misc/cxl/cxllib.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/misc/cxl/fault.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/misc/eeprom/eeprom_93cx6.c,2,2,0,0,0,0,OBSOLETE,10,0
drivers/misc/sgi-gru/grufile.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/mtd/nand/raw/atmel/nand-controller.c,2,2,0,0,0,0,OBSOLETE,15,5
drivers/mtd/nand/raw/fsmc_nand.c,2,2,0,0,0,0,OBSOLETE,7,1
drivers/mtd/ubi/io.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/can/usb/mcba_usb.c,2,2,0,0,0,0,OBSOLETE,8,1
drivers/net/ethernet/amd/pcnet32.c,2,2,0,0,0,0,OBSOLETE,3,1
drivers/net/ethernet/apm/xgene-v2/main.c,2,2,0,0,0,0,OBSOLETE,1,3
drivers/net/ethernet/broadcom/genet/bcmgenet.c,2,2,0,0,0,0,OBSOLETE,7,8
drivers/net/ethernet/cadence/macb_pci.c,2,2,0,0,0,0,OBSOLETE,6,4
drivers/net/ethernet/cirrus/cs89x0.c,2,2,0,0,0,0,OBSOLETE,0,2
drivers/net/ethernet/dlink/dl2k.h,2,2,0,0,0,0,OBSOLETE,3,1
drivers/net/ethernet/ibm/ibmveth.c,2,2,0,0,0,0,OBSOLETE,22,0
drivers/net/ethernet/intel/e1000/e1000_ethtool.c,2,2,0,0,0,0,OBSOLETE,7,1
drivers/net/ethernet/intel/e1000/e1000_main.c,2,2,0,0,0,0,OBSOLETE,9,3
drivers/net/ethernet/intel/e1000e/ethtool.c,2,2,0,0,0,0,OBSOLETE,7,3
drivers/net/ethernet/intel/e1000e/netdev.c,2,2,0,0,0,0,OBSOLETE,1,2
drivers/net/ethernet/mellanox/mlx4/alloc.c,2,2,0,0,0,0,OBSOLETE,3,3
drivers/net/ethernet/mellanox/mlx4/en_ethtool.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/net/ethernet/mellanox/mlx5/core/diag/fw_tracer.h,2,2,0,0,0,0,OBSOLETE,2,0
drivers/net/ethernet/mellanox/mlx5/core/en/port_buffer.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/net/ethernet/mellanox/mlx5/core/fs_core.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/ethernet/netronome/nfp/bpf/jit.c,2,2,0,0,0,0,OBSOLETE,5,5
drivers/net/ethernet/qlogic/qede/qede_main.c,2,2,0,0,0,0,OBSOLETE,3,7
drivers/net/ethernet/qualcomm/rmnet/rmnet_config.c,2,2,0,0,0,0,OBSOLETE,4,4
drivers/net/ethernet/rocker/rocker_main.c,2,2,0,0,0,0,OBSOLETE,3,4
drivers/net/ethernet/stmicro/stmmac/chain_mode.c,2,2,0,0,0,0,OBSOLETE,6,5
drivers/net/ethernet/stmicro/stmmac/stmmac_ethtool.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/ethernet/sun/niu.h,2,2,0,0,0,0,OBSOLETE,4,0
drivers/net/ethernet/ti/cpsw_ale.c,2,2,0,0,0,0,OBSOLETE,7,7
drivers/net/ethernet/xilinx/xilinx_axienet.h,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/ipvlan/ipvlan.h,2,2,0,0,0,0,OBSOLETE,1,1
drivers/net/ppp/ppp_async.c,2,2,0,0,0,0,OBSOLETE,7,7
drivers/net/ppp/ppp_synctty.c,2,2,0,0,0,0,OBSOLETE,9,5
drivers/net/usb/sierra_net.c,2,2,0,0,0,0,OBSOLETE,5,1
drivers/net/usb/sr9700.h,2,2,0,0,0,0,OBSOLETE,1,6
drivers/net/wireless/ath/ath9k/channel.c,2,2,0,0,0,0,OBSOLETE,2,4
drivers/net/wireless/broadcom/brcm80211/brcmfmac/sdio.c,2,2,0,0,0,0,OBSOLETE,4,0
drivers/net/wireless/intel/ipw2x00/libipw_rx.c,2,2,0,0,0,0,OBSOLETE,4,4
drivers/net/wireless/intel/iwlegacy/4965-mac.c,2,2,0,0,0,0,OBSOLETE,6,1
drivers/net/wireless/intersil/p54/fwio.c,2,2,0,0,0,0,OBSOLETE,2,0
drivers/net/wireless/marvell/mwifiex/11n_rxreorder.c,2,2,0,0,0,0,OBSOLETE,3,3
drivers/net/wireless/marvell/mwifiex/cfg80211.c,2,2,0,0,0,0,OBSOLETE,6,6
drivers/net/wireless/marvell/mwifiex/main.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_8192c.c,2,2,0,0,0,0,OBSOLETE,1,9
drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_8192e.c,2,2,0,0,0,0,OBSOLETE,1,9
drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_8723a.c,2,2,0,0,0,0,OBSOLETE,1,9
drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_8723b.c,2,2,0,0,0,0,OBSOLETE,1,9
drivers/net/wireless/ti/wl1251/tx.c,2,2,0,0,0,0,OBSOLETE,8,4
drivers/net/wireless/ti/wlcore/tx.c,2,2,0,0,0,0,OBSOLETE,6,1
drivers/net/xen-netback/hash.c,2,2,0,0,0,0,OBSOLETE,2,2
drivers/net/xen-netfront.c,2,2,0,0,0,0,OBSOLETE,4,1
drivers/nfc/pn533/usb.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/nfc/trf7970a.c,2,2,0,0,0,0,OBSOLETE,2,1
drivers/nvdimm/bus.c,2,2,0,0,0,0,OBSOLETE,4,11
drivers/nvdimm/dax_devs.c,2,2,0,0,0,0,OBSOLETE,3,11
drivers/nvme/target/rdma.c,2,2,0,0,0,0,OBSOLETE,23,10
drivers/pci/pcie/portdrv_core.c,2,2,0,0,0,0,OBSOLETE,8,6
drivers/phy/amlogic/phy-meson-gxl-usb2.c,2,2,0,0,0,0,OBSOLETE,3,2
